"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
7.844539066E1;-8.618755639E-2;4.924661160E0;4.508088112E0
7.844775165E1;-1.963160932E-1;5.733866692E0;4.388382912E0
7.845011254E1;-1.795574129E-1;6.397031784E0;4.508088112E0
7.845247368E1;9.576395154E-3;5.738654613E0;3.083599329E0
7.845483488E1;5.027607456E-2;6.112133980E0;4.129820347E0
7.845719608E1;2.154688910E-2;5.968488216E0;5.393904686E0
7.845955696E1;6.464067101E-2;5.154494762E0;6.057069778E0
7.846191769E1;1.244931370E-1;4.759468555E0;7.213419437E0
7.846427858E1;2.561685741E-1;4.704404354E0;9.296285629E0
7.846663973E1;4.357259870E-1;3.856893063E0;1.024195480E1
7.846900087E1;5.841600895E-1;3.519325256E0;1.197767639E1
7.847136212E1;7.445647120E-1;2.889677286E0;1.271984673E1
7.847372238E1;8.211758733E-1;2.291152477E0;1.282518768E1
7.847608316E1;7.325942516E-1;2.549715281E0;1.353144646E1
7.847844420E1;6.296479702E-1;2.913618326E0;1.366551590E1
7.848080530E1;5.314899087E-1;2.547321081E0;1.245170784E1
7.848316634E1;4.069967866E-1;2.997411728E0;1.183642483E1
7.848552811E1;2.681390643E-1;3.337373734E0;1.046460533E1
7.848788874E1;7.182296365E-2;4.290225029E0;9.408808708E0
7.849024946E1;-1.627987176E-1;4.623004913E0;7.618022442E0
7.849261129E1;-3.686912060E-1;5.001272202E0;6.289297581E0
7.849497285E1;-4.788197577E-1;5.470515728E0;5.786536694E0
7.849733348E1;-5.626131892E-1;5.827236652E0;5.530368328E0
7.849969400E1;-5.889483094E-1;5.784142494E0;4.931843281E0
7.850205498E1;-5.506427288E-1;6.009188175E0;5.152100563E0
7.850441655E1;-3.495384157E-1;5.918212414E0;5.389116287E0
7.850677780E1;4.309377819E-2;4.970149040E0;5.039577961E0
7.850913858E1;5.123371482E-1;5.247864723E0;6.538283825E0
7.851149978E1;9.289103150E-1;5.171253204E0;7.704209805E0
7.851386072E1;1.019886136E0;4.532029152E0;8.010654449E0
7.851622103E1;8.570873737E-1;3.971809864E0;8.527779579E0
7.851858150E1;6.248598099E-1;3.691700220E0;1.011746120E1
7.852094259E1;4.333318770E-1;3.368496895E0;1.159701443E1
7.852330275E1;9.815804660E-2;2.837007046E0;1.237988472E1
7.852566389E1;-1.268872321E-1;2.710119724E0;1.318669605E1
7.852802530E1;-1.939219981E-1;2.779548645E0;1.347877598E1
7.853038634E1;-1.532223225E-1;2.671814203E0;1.310050869E1
7.853274712E1;3.591148183E-2;2.858553886E0;1.260014153E1
7.853510801E1;2.489862740E-1;3.188939571E0;1.167123127E1
7.853746920E1;4.405141771E-1;3.660577059E0;1.043827057E1
7.853983014E1;4.668492675E-1;4.429082870E0;9.126304626E0
7.854219108E1;2.872918546E-1;4.912690639E0;7.146384716E0
7.854455191E1;5.027607456E-2;4.924661160E0;4.955784321E0
7.854691301E1;-3.088387549E-1;5.911029816E0;4.632581234E0
7.854927374E1;-4.931843579E-1;6.375484943E0;4.148972988E0
7.855163488E1;-4.979725480E-1;5.741048813E0;2.585626602E0
7.855399540E1;-4.883961678E-1;6.071434498E0;3.402014494E0
7.855635660E1;-4.165731966E-1;6.033128738E0;4.919873238E0
7.855871806E1;-2.346216738E-1;5.391510487E0;5.781748772E0
7.856107931E1;3.591148183E-2;5.008454800E0;7.201449394E0
7.856344061E1;4.141790867E-1;4.690039635E0;9.056876183E0
7.856580108E1;7.948408127E-1;3.648606539E0;1.003366756E1
7.856816124E1;9.145457149E-1;3.624665499E0;1.215723324E1
7.857052217E1;8.594814539E-1;3.018958569E0;1.298080349E1
7.857288353E1;6.942886710E-1;2.274393797E0;1.278209305E1
7.857524374E1;3.088387549E-1;2.530562401E0;1.336625385E1
7.857760462E1;8.858165145E-2;2.841795206E0;1.362721062E1
7.857996551E1;3.974204063E-1;2.274393797E0;1.110622406E1
7.858232670E1;1.005521536E0;3.291885853E0;6.413790703E0
7.858468728E1;1.723751128E-1;5.846389294E0;2.116383314E0
7.858704775E1;-1.288025141E0;8.491868019E0;2.839401245E0
7.858940842E1;-1.141985178E0;8.520597458E0;1.654322267E0
7.859176952E1;-1.340695322E-1;6.653200626E0;-5.650073290E-1
7.859413051E1;3.375679255E-1;5.516003609E0;-3.303856254E-1
7.859649170E1;-5.506427214E-2;5.956517696E0;2.884889126E0
7.859885290E1;-9.336985350E-1;6.224657059E0;6.073828697E0
7.860121405E1;-1.434065223E0;5.762595654E0;8.568479538E0
7.860357462E1;-1.058191657E0;4.089120865E0;1.026589584E1
7.860593525E1;-4.788197577E-3;1.996678352E0;1.197288799E1
7.860829592E1;1.036644816E0;1.781209469E0;1.540123749E1
7.861065650E1;1.627987146E0;1.481947184E0;1.712738228E1
7.861301717E1;1.788391829E0;1.096497297E0;1.701964760E1
7.861537785E1;1.522646785E0;1.714174747E0;1.721835899E1
7.861773822E1;1.118044138E0;1.659110427E0;1.612425613E1
7.862009936E1;5.769777894E-1;1.718962908E0;1.497987652E1
7.862245972E1;-5.267017335E-2;2.145112514E0;1.420658207E1
7.862481978E1;-5.386722088E-1;2.604779482E0;1.303107929E1
7.862718072E1;-7.230178118E-1;3.109934330E0;1.203752899E1
7.862954098E1;-5.578250289E-1;3.253580332E0;1.112777138E1
7.863190124E1;-4.788197577E-3;3.581571817E0;1.110383034E1
7.863426222E1;7.828702927E-1;3.481019735E0;1.082132626E1
7.863662290E1;1.390971422E0;3.574389458E0;1.074710941E1
7.863898295E1;1.647140026E0;3.938292503E0;1.078541470E1
7.864134327E1;1.393365502E0;3.718035460E0;9.760741234E0
7.864370368E1;7.900525928E-1;3.753946781E0;9.183762550E0
7.864606436E1;1.005521491E-1;4.668492794E0;9.746376038E0
7.864842483E1;-5.410663486E-1;4.180096626E0;7.977137089E0
7.865078535E1;-1.309571981E0;4.199249268E0;6.820787430E0
7.865314613E1;-2.068501472E0;5.080277443E0;6.717841148E0
7.865550723E1;-2.463527679E0;5.171253204E0;5.154494762E0
7.865786801E1;-2.341428518E0;5.602190971E0;3.770705700E0
7.866022889E1;-1.888943911E0;6.612500668E0;2.951923847E0
7.866259077E1;-2.298334837E0;6.614894867E0;3.854499161E-1
7.866495144E1;-1.379000902E0;7.340306759E0;7.900525928E-1
7.866731191E1;2.633508742E-1;7.488740921E0;1.759662628E0
7.866967316E1;1.637563586E0;6.418578625E0;1.891337991E0
7.867203374E1;2.341428518E0;5.709925652E0;3.311038733E0
7.867439415E1;2.427616119E0;5.238287926E0;5.733866692E0
7.867675473E1;2.185812235E0;4.170520306E0;7.922072887E0
7.867911525E1;1.726145267E0;3.390043974E0;1.073753262E1
7.868147566E1;1.288025141E0;2.820248365E0;1.342610645E1
7.868383634E1;1.132408738E0;1.977525592E0;1.458963776E1
7.868619728E1;1.098891377E0;2.094836473E0;1.610031509E1
7.868855848E1;9.887627959E-1;1.690233707E0;1.625353622E1
7.869092025E1;6.655594707E-1;1.606440306E0;1.594948578E1
7.869328160E1;-6.703476608E-2;2.346216917E0;1.568134689E1
7.869564295E1;-1.005521536E0;2.698149443E0;1.375170326E1
7.869800394E1;-1.989496112E0;3.684518099E0;1.184360695E1
7.870036483E1;-2.542532921E0;4.560758114E0;9.056876183E0
7.870272545E1;-2.410857439E0;4.776226997E0;6.011581898E0
